"x"
"1" 1.02439825121231
"2" -4.3281574304349
"3" -6.10177167395962
"4" 8.80840970589248
"5" 2.91597147830796
"6" -0.433652938932115
"7" -0.898791118414626
"8" -5.84469367690001
"9" -1.83433124647514
"10" 2.54996112273645
"11" -2.25799913811961
"12" -4.4545131601352
"13" -2.59837666543791
"14" 4.91736525305123
"15" -4.19196435143317
"16" 7.59277572156627
"17" -3.51244757481527
"18" -4.3355896258409
"19" -1.17621414822928
"20" 8.9952196413782
"21" 5.25155720190093
"22" 12.066366138763
"23" 14.6489256885583
"24" 2.256525774572
"25" -1.54448203891638
"26" 11.8983596963031
"27" 7.1023060247842
"28" 0.367917906132005
"29" -5.64548431903281
"30" 0.649785283564196
"31" -3.46004354517209
"32" 4.76384993664978
"33" 14.7553648854758
"34" 3.13959552123403
"35" 6.08155353517402
"36" -4.1866137313901
"37" 0.30369090767867
"38" 0.0372161211763709
"39" 6.11427139858482
"40" -2.75051150424427
"41" 6.53985627096515
"42" -0.388673224282359
"43" 6.14026546360901
"44" 3.48870799527518
"45" -3.07445071981516
"46" -2.31345776824955
"47" 4.18365383810111
"48" 3.45103606413879
"49" 2.08200843984574
"50" 4.39637591710683
"51" 14.0564720071498
"52" 6.68979515215519
"53" -3.85245684080247
"54" 2.59332079797632
"55" 5.52263962331072
"56" -5.13748767559591
"57" -9.27020490941679
"58" -2.64864099955533
"59" -3.48870044055723
"60" 9.97997109139961
"61" 8.66162479980686
"62" -4.57922317707706
"63" -0.0342162874198482
"64" 6.51254730495314
"65" 12.7288071695506
"66" -1.85425994411367
"67" 1.16230344861814
"68" 9.04009611564693
"69" 6.67600788322824
"70" -5.33863512557235
"71" -1.7577001384011
"72" -4.63692001675584
"73" 12.5769469638935
"74" -2.18320642070404
"75" -3.38674707604794
"76" 3.25455675809377
"77" 1.74641224408506
"78" 18.0041837720874
"79" -2.48208519137989
"80" 11.9132896122358
"81" 1.74258861820748
"82" -6.05852616341243
"83" 2.61161213100907
"84" -0.187713258825402
"85" 2.63302795465346
"86" -7.51214881595973
"87" -3.27807019467038
"88" -4.17807774152507
"89" 0.821127364083678
"90" -1.69671859454984
"91" -7.57040865463531
"92" 1.19443828262717
"93" 0.910383629203236
"94" -0.142432705827523
"95" 15.4828095278571
"96" 10.3704782921435
"97" 13.9751234367698
"98" 0.504980198652266
"99" -8.77793425481273
"100" 11.5292429734637
