"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 1 0 0
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 1 0 0
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 1 0 0
"20" 1 0 0
"21" 0 1 0
"22" 0 1 0
"23" 1 0 0
"24" 0 0 1
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 0 0 1
"34" 1 0 0
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 0 1 0
"46" 0 1 0
"47" 1 0 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 0 1
"52" 0 0 1
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 0 0 1
"59" 0 0 1
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 0 0 1
"64" 0 0 1
"65" 1 0 0
"66" 0 1 0
"67" 0 0 1
"68" 0 0 1
"69" 0 0 1
"70" 1 0 0
"71" 0 0 1
"72" 0 1 0
"73" 1 0 0
"74" 0 1 0
"75" 1 0 0
"76" 0 1 0
"77" 1 0 0
"78" 0 0 1
"79" 1 0 0
"80" 0 0 1
"81" 0 1 0
"82" 0 1 0
"83" 0 0 1
"84" 1 0 0
"85" 1 0 0
"86" 1 0 0
"87" 0 1 0
"88" 0 0 1
"89" 1 0 0
"90" 0 0 1
"91" 0 1 0
"92" 1 0 0
"93" 1 0 0
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 1 0 0
"98" 0 0 1
"99" 0 1 0
"100" 0 1 0
"101" 1 0 0
"102" 0 0 1
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 1 0
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 1 0 0
"112" 0 0 1
"113" 0 0 1
"114" 1 0 0
"115" 1 0 0
"116" 0 1 0
"117" 0 0 1
"118" 0 0 1
"119" 1 0 0
"120" 0 0 1
"121" 1 0 0
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 0 0 1
"126" 0 0 1
"127" 0 1 0
"128" 0 0 1
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 1 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 1 0 0
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 1 0
"144" 0 1 0
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 0 1
"150" 0 1 0
