"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 1 0 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 1 0 0
"15" 0 0 1
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 0 1 0
"20" 0 0 1
"21" 0 1 0
"22" 0 1 0
"23" 0 0 1
"24" 1 0 0
"25" 0 1 0
"26" 0 0 1
"27" 1 0 0
"28" 0 1 0
"29" 1 0 0
"30" 0 1 0
"31" 0 1 0
"32" 1 0 0
"33" 1 0 0
"34" 1 0 0
"35" 1 0 0
"36" 1 0 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 1 0 0
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 0 1
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 0 1
"58" 0 0 1
"59" 0 0 1
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 0 0 1
"64" 1 0 0
"65" 0 0 1
"66" 0 1 0
"67" 0 1 0
"68" 1 0 0
"69" 0 1 0
"70" 1 0 0
"71" 1 0 0
"72" 0 0 1
"73" 1 0 0
"74" 0 1 0
"75" 0 0 1
"76" 0 0 1
"77" 1 0 0
"78" 1 0 0
"79" 0 0 1
"80" 1 0 0
"81" 1 0 0
"82" 0 1 0
"83" 1 0 0
"84" 0 1 0
"85" 0 0 1
"86" 1 0 0
"87" 0 1 0
"88" 0 1 0
"89" 0 1 0
"90" 0 1 0
"91" 0 1 0
"92" 0 1 0
"93" 0 0 1
"94" 0 1 0
"95" 0 1 0
"96" 1 0 0
"97" 1 0 0
"98" 0 0 1
"99" 0 0 1
"100" 0 0 1
"101" 0 0 1
"102" 1 0 0
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 1 0 0
"112" 0 0 1
"113" 1 0 0
"114" 0 0 1
"115" 0 0 1
"116" 0 1 0
"117" 0 0 1
"118" 0 1 0
"119" 0 0 1
"120" 1 0 0
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 1 0 0
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 1 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 0 1 0
"138" 0 0 1
"139" 0 0 1
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 1 0 0
"144" 0 1 0
"145" 0 1 0
"146" 0 1 0
"147" 1 0 0
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
