"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 0 0 1
"13" 1 0 0
"14" 1 0 0
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 1 0 0
"20" 0 0 1
"21" 0 1 0
"22" 1 0 0
"23" 0 0 1
"24" 0 0 1
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 0 1
"32" 0 0 1
"33" 0 0 1
"34" 0 0 1
"35" 0 0 1
"36" 0 1 0
"37" 0 0 1
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 1 0 0
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 1 0 0
"50" 0 1 0
"51" 0 1 0
"52" 0 0 1
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 1 0 0
"58" 1 0 0
"59" 1 0 0
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 1 0 0
"64" 1 0 0
"65" 1 0 0
"66" 0 1 0
"67" 0 0 1
"68" 0 0 1
"69" 0 1 0
"70" 1 0 0
"71" 0 0 1
"72" 1 0 0
"73" 1 0 0
"74" 0 1 0
"75" 1 0 0
"76" 1 0 0
"77" 0 0 1
"78" 1 0 0
"79" 0 0 1
"80" 1 0 0
"81" 0 1 0
"82" 0 1 0
"83" 0 0 1
"84" 0 0 1
"85" 0 0 1
"86" 0 0 1
"87" 0 1 0
"88" 0 0 1
"89" 1 0 0
"90" 0 1 0
"91" 0 1 0
"92" 1 0 0
"93" 0 0 1
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 0 0 1
"98" 0 0 1
"99" 0 1 0
"100" 0 1 0
"101" 0 0 1
"102" 1 0 0
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 1 0 0
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 1 0 0
"112" 1 0 0
"113" 0 0 1
"114" 0 0 1
"115" 1 0 0
"116" 0 1 0
"117" 1 0 0
"118" 0 1 0
"119" 1 0 0
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 0 0 1
"126" 0 0 1
"127" 0 1 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 1 0 0
"134" 0 1 0
"135" 1 0 0
"136" 0 0 1
"137" 0 0 1
"138" 1 0 0
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 0 1
"144" 1 0 0
"145" 0 0 1
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 1 0
"150" 0 0 1
