"V1" "V2" "V3"
"1" 1 0 0
"2" 0 1 0
"3" 1 0 0
"4" 1 0 0
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 1 0 0
"9" 0 1 0
"10" 1 0 0
"11" 0 0 1
"12" 1 0 0
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 0 1 0
"20" 0 0 1
"21" 0 0 1
"22" 1 0 0
"23" 1 0 0
"24" 1 0 0
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 1 0 0
"30" 0 0 1
"31" 1 0 0
"32" 1 0 0
"33" 0 0 1
"34" 1 0 0
"35" 0 0 1
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 1 0 0
"46" 0 1 0
"47" 1 0 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 1 0 0
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 0 0 1
"64" 1 0 0
"65" 1 0 0
"66" 0 1 0
"67" 1 0 0
"68" 0 0 1
"69" 0 1 0
"70" 0 0 1
"71" 0 0 1
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 1 0 0
"76" 0 0 1
"77" 0 0 1
"78" 1 0 0
"79" 1 0 0
"80" 1 0 0
"81" 0 0 1
"82" 0 1 0
"83" 0 0 1
"84" 0 1 0
"85" 0 0 1
"86" 1 0 0
"87" 1 0 0
"88" 1 0 0
"89" 0 0 1
"90" 0 0 1
"91" 0 1 0
"92" 0 0 1
"93" 0 0 1
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 0 0 1
"98" 1 0 0
"99" 0 1 0
"100" 0 1 0
"101" 0 0 1
"102" 1 0 0
"103" 1 0 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 1 0 0
"109" 0 1 0
"110" 1 0 0
"111" 1 0 0
"112" 0 0 1
"113" 1 0 0
"114" 1 0 0
"115" 0 0 1
"116" 0 1 0
"117" 0 1 0
"118" 0 1 0
"119" 0 0 1
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 1 0 0
"126" 0 0 1
"127" 0 1 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 0 1 0
"133" 1 0 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 0 0 1
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 0 1
"142" 0 1 0
"143" 0 1 0
"144" 0 0 1
"145" 0 0 1
"146" 0 1 0
"147" 1 0 0
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
