"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 1 0 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 1 0 0
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 1 0 0
"20" 0 1 0
"21" 0 1 0
"22" 0 1 0
"23" 1 0 0
"24" 0 0 1
"25" 0 1 0
"26" 1 0 0
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 1 0 0
"34" 1 0 0
"35" 0 0 1
"36" 0 0 1
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 0 1 0
"46" 1 0 0
"47" 0 1 0
"48" 1 0 0
"49" 0 0 1
"50" 0 1 0
"51" 1 0 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 0 0 1
"59" 1 0 0
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 1 0 0
"64" 1 0 0
"65" 0 0 1
"66" 0 1 0
"67" 1 0 0
"68" 1 0 0
"69" 1 0 0
"70" 0 0 1
"71" 1 0 0
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 1 0 0
"76" 0 1 0
"77" 0 0 1
"78" 1 0 0
"79" 0 0 1
"80" 0 0 1
"81" 0 1 0
"82" 0 1 0
"83" 1 0 0
"84" 0 0 1
"85" 0 1 0
"86" 1 0 0
"87" 0 1 0
"88" 0 0 1
"89" 0 0 1
"90" 0 1 0
"91" 0 1 0
"92" 1 0 0
"93" 1 0 0
"94" 0 1 0
"95" 0 0 1
"96" 0 1 0
"97" 0 0 1
"98" 0 0 1
"99" 0 1 0
"100" 0 1 0
"101" 1 0 0
"102" 0 0 1
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 1 0 0
"108" 0 1 0
"109" 1 0 0
"110" 1 0 0
"111" 1 0 0
"112" 0 0 1
"113" 1 0 0
"114" 0 0 1
"115" 0 0 1
"116" 0 1 0
"117" 1 0 0
"118" 0 0 1
"119" 0 0 1
"120" 0 0 1
"121" 0 1 0
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 0 1 0
"127" 1 0 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 1 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 0 0 1
"138" 1 0 0
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 1 0
"144" 1 0 0
"145" 1 0 0
"146" 0 1 0
"147" 1 0 0
"148" 0 0 1
"149" 0 1 0
"150" 1 0 0
