"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 0 1
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 1 0 0
"13" 1 0 0
"14" 0 0 1
"15" 1 0 0
"16" 1 0 0
"17" 1 0 0
"18" 1 0 0
"19" 1 0 0
"20" 0 1 0
"21" 0 1 0
"22" 1 0 0
"23" 1 0 0
"24" 1 0 0
"25" 0 1 0
"26" 1 0 0
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 1 0 0
"32" 0 0 1
"33" 0 1 0
"34" 1 0 0
"35" 0 0 1
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 0 0 1
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 0 0 1
"64" 0 0 1
"65" 1 0 0
"66" 0 1 0
"67" 0 1 0
"68" 0 0 1
"69" 1 0 0
"70" 1 0 0
"71" 1 0 0
"72" 0 0 1
"73" 0 1 0
"74" 0 1 0
"75" 0 0 1
"76" 1 0 0
"77" 0 0 1
"78" 1 0 0
"79" 1 0 0
"80" 1 0 0
"81" 1 0 0
"82" 0 1 0
"83" 0 0 1
"84" 1 0 0
"85" 0 0 1
"86" 0 0 1
"87" 0 1 0
"88" 0 1 0
"89" 0 1 0
"90" 0 1 0
"91" 1 0 0
"92" 1 0 0
"93" 1 0 0
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 1 0 0
"98" 0 0 1
"99" 0 0 1
"100" 0 1 0
"101" 1 0 0
"102" 0 0 1
"103" 1 0 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 1 0 0
"111" 1 0 0
"112" 1 0 0
"113" 1 0 0
"114" 0 0 1
"115" 0 1 0
"116" 0 1 0
"117" 1 0 0
"118" 0 1 0
"119" 1 0 0
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 0 0 1
"126" 1 0 0
"127" 0 1 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 0 0 1
"133" 0 0 1
"134" 0 1 0
"135" 1 0 0
"136" 0 0 1
"137" 1 0 0
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 0 1
"143" 0 0 1
"144" 0 0 1
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 1 0
"150" 1 0 0
