"V1" "V2" "V3"
"1" 0 0 1
"2" 0 1 0
"3" 0 1 0
"4" 1 0 0
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 1 0 0
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 1 0 0
"20" 0 1 0
"21" 0 1 0
"22" 0 1 0
"23" 0 0 1
"24" 1 0 0
"25" 0 1 0
"26" 1 0 0
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 0 0 1
"34" 0 0 1
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 0 1
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 0 1 0
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 1 0 0
"64" 0 1 0
"65" 0 0 1
"66" 0 1 0
"67" 0 1 0
"68" 1 0 0
"69" 0 1 0
"70" 1 0 0
"71" 1 0 0
"72" 1 0 0
"73" 1 0 0
"74" 0 1 0
"75" 0 0 1
"76" 0 0 1
"77" 1 0 0
"78" 0 0 1
"79" 1 0 0
"80" 1 0 0
"81" 0 0 1
"82" 0 1 0
"83" 0 0 1
"84" 0 0 1
"85" 1 0 0
"86" 1 0 0
"87" 0 1 0
"88" 0 0 1
"89" 0 1 0
"90" 0 0 1
"91" 0 1 0
"92" 0 1 0
"93" 0 0 1
"94" 0 1 0
"95" 1 0 0
"96" 0 1 0
"97" 0 0 1
"98" 1 0 0
"99" 0 1 0
"100" 0 1 0
"101" 0 0 1
"102" 0 1 0
"103" 1 0 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 1 0
"108" 1 0 0
"109" 0 1 0
"110" 0 0 1
"111" 0 0 1
"112" 0 0 1
"113" 1 0 0
"114" 1 0 0
"115" 0 0 1
"116" 0 1 0
"117" 1 0 0
"118" 0 1 0
"119" 0 0 1
"120" 1 0 0
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 0 0 1
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 0 1 0
"133" 0 0 1
"134" 0 1 0
"135" 1 0 0
"136" 1 0 0
"137" 0 0 1
"138" 0 0 1
"139" 0 1 0
"140" 0 0 1
"141" 0 1 0
"142" 0 1 0
"143" 0 1 0
"144" 1 0 0
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
