"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 0 0 1
"15" 0 0 1
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 0 0 1
"20" 0 0 1
"21" 0 1 0
"22" 1 0 0
"23" 1 0 0
"24" 0 1 0
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 1 0 0
"30" 0 1 0
"31" 0 1 0
"32" 1 0 0
"33" 1 0 0
"34" 0 0 1
"35" 0 0 1
"36" 1 0 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 0 1 0
"46" 0 0 1
"47" 0 1 0
"48" 0 1 0
"49" 0 1 0
"50" 0 1 0
"51" 0 0 1
"52" 0 0 1
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 0 0 1
"64" 0 0 1
"65" 1 0 0
"66" 0 1 0
"67" 0 1 0
"68" 0 0 1
"69" 0 0 1
"70" 0 0 1
"71" 1 0 0
"72" 0 1 0
"73" 0 1 0
"74" 0 1 0
"75" 0 0 1
"76" 1 0 0
"77" 0 0 1
"78" 0 0 1
"79" 0 0 1
"80" 1 0 0
"81" 0 1 0
"82" 0 1 0
"83" 0 0 1
"84" 0 1 0
"85" 0 0 1
"86" 0 0 1
"87" 1 0 0
"88" 0 0 1
"89" 0 1 0
"90" 0 1 0
"91" 0 1 0
"92" 0 0 1
"93" 1 0 0
"94" 0 1 0
"95" 1 0 0
"96" 0 1 0
"97" 0 0 1
"98" 0 0 1
"99" 0 1 0
"100" 0 1 0
"101" 1 0 0
"102" 1 0 0
"103" 0 0 1
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 1 0 0
"108" 0 1 0
"109" 0 1 0
"110" 1 0 0
"111" 1 0 0
"112" 1 0 0
"113" 0 0 1
"114" 1 0 0
"115" 1 0 0
"116" 0 1 0
"117" 0 1 0
"118" 0 1 0
"119" 0 0 1
"120" 1 0 0
"121" 1 0 0
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 1 0 0
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 0 1 0
"133" 0 1 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 1 0 0
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 0 1
"144" 0 0 1
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 1 0 0
"149" 0 1 0
"150" 0 1 0
