"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 0 1
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 0 0 1
"15" 0 1 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 1 0 0
"20" 0 1 0
"21" 0 1 0
"22" 0 0 1
"23" 1 0 0
"24" 1 0 0
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 1 0 0
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 1 0 0
"34" 0 0 1
"35" 0 0 1
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 0 0 1
"46" 1 0 0
"47" 0 1 0
"48" 0 1 0
"49" 1 0 0
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 1 0 0
"64" 1 0 0
"65" 1 0 0
"66" 0 1 0
"67" 0 1 0
"68" 1 0 0
"69" 1 0 0
"70" 1 0 0
"71" 0 0 1
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 0 0 1
"76" 1 0 0
"77" 1 0 0
"78" 0 0 1
"79" 0 0 1
"80" 0 0 1
"81" 1 0 0
"82" 0 1 0
"83" 1 0 0
"84" 1 0 0
"85" 0 0 1
"86" 1 0 0
"87" 0 1 0
"88" 1 0 0
"89" 0 1 0
"90" 1 0 0
"91" 0 1 0
"92" 0 1 0
"93" 1 0 0
"94" 0 1 0
"95" 1 0 0
"96" 0 1 0
"97" 0 0 1
"98" 1 0 0
"99" 0 1 0
"100" 0 1 0
"101" 1 0 0
"102" 1 0 0
"103" 1 0 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 0 1 0
"112" 0 0 1
"113" 1 0 0
"114" 1 0 0
"115" 1 0 0
"116" 0 1 0
"117" 0 0 1
"118" 0 1 0
"119" 1 0 0
"120" 1 0 0
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 0 0 1
"126" 0 0 1
"127" 0 1 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 0 1
"134" 0 1 0
"135" 0 0 1
"136" 0 0 1
"137" 0 0 1
"138" 1 0 0
"139" 1 0 0
"140" 0 0 1
"141" 0 1 0
"142" 0 1 0
"143" 0 0 1
"144" 1 0 0
"145" 0 1 0
"146" 0 1 0
"147" 1 0 0
"148" 1 0 0
"149" 0 1 0
"150" 0 1 0
