"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 1 0 0
"4" 1 0 0
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 1 0 0
"11" 0 0 1
"12" 1 0 0
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 0 1 0
"20" 1 0 0
"21" 0 1 0
"22" 0 0 1
"23" 0 0 1
"24" 1 0 0
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 0 1 0
"34" 0 0 1
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 1 0 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 1 0 0
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 0 1 0
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 0 1
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 1 0 0
"64" 1 0 0
"65" 1 0 0
"66" 0 1 0
"67" 0 0 1
"68" 0 0 1
"69" 0 1 0
"70" 0 1 0
"71" 0 0 1
"72" 0 0 1
"73" 1 0 0
"74" 0 0 1
"75" 0 0 1
"76" 0 1 0
"77" 0 0 1
"78" 1 0 0
"79" 1 0 0
"80" 1 0 0
"81" 0 1 0
"82" 0 1 0
"83" 0 0 1
"84" 1 0 0
"85" 1 0 0
"86" 1 0 0
"87" 1 0 0
"88" 1 0 0
"89" 0 1 0
"90" 0 0 1
"91" 0 1 0
"92" 0 1 0
"93" 0 0 1
"94" 0 1 0
"95" 1 0 0
"96" 1 0 0
"97" 0 0 1
"98" 1 0 0
"99" 1 0 0
"100" 0 1 0
"101" 0 0 1
"102" 1 0 0
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 1 0
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 0 0 1
"112" 1 0 0
"113" 1 0 0
"114" 0 0 1
"115" 1 0 0
"116" 0 1 0
"117" 0 0 1
"118" 1 0 0
"119" 1 0 0
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 0 0 1
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 0 0 1
"133" 0 1 0
"134" 0 1 0
"135" 1 0 0
"136" 0 1 0
"137" 1 0 0
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 0 1
"144" 0 1 0
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 0 1 0
"149" 1 0 0
"150" 0 1 0
