"V1" "V2" "V3"
"1" 0 0 1
"2" 0 1 0
"3" 0 1 0
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 1 0 0
"9" 0 1 0
"10" 1 0 0
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 0 0 1
"15" 0 0 1
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 0 1 0
"20" 0 1 0
"21" 0 1 0
"22" 0 1 0
"23" 1 0 0
"24" 0 0 1
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 1 0 0
"32" 1 0 0
"33" 0 0 1
"34" 0 0 1
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 0 1 0
"46" 0 1 0
"47" 0 0 1
"48" 0 1 0
"49" 1 0 0
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 0 0 1
"60" 0 1 0
"61" 0 0 1
"62" 1 0 0
"63" 0 0 1
"64" 1 0 0
"65" 0 0 1
"66" 0 1 0
"67" 0 0 1
"68" 1 0 0
"69" 1 0 0
"70" 0 0 1
"71" 0 0 1
"72" 0 1 0
"73" 0 1 0
"74" 0 1 0
"75" 1 0 0
"76" 0 0 1
"77" 0 0 1
"78" 1 0 0
"79" 1 0 0
"80" 1 0 0
"81" 0 1 0
"82" 0 1 0
"83" 1 0 0
"84" 1 0 0
"85" 1 0 0
"86" 0 0 1
"87" 1 0 0
"88" 1 0 0
"89" 0 0 1
"90" 0 1 0
"91" 0 1 0
"92" 0 0 1
"93" 1 0 0
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 0 0 1
"98" 1 0 0
"99" 1 0 0
"100" 0 1 0
"101" 0 0 1
"102" 0 0 1
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 1 0 0
"111" 0 0 1
"112" 0 0 1
"113" 1 0 0
"114" 1 0 0
"115" 0 0 1
"116" 0 1 0
"117" 0 0 1
"118" 0 1 0
"119" 1 0 0
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 0 0 1
"127" 0 1 0
"128" 0 0 1
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 0 1
"134" 0 1 0
"135" 0 0 1
"136" 0 0 1
"137" 1 0 0
"138" 0 0 1
"139" 0 1 0
"140" 0 0 1
"141" 0 1 0
"142" 0 1 0
"143" 1 0 0
"144" 1 0 0
"145" 0 0 1
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
