"V1" "V2" "V3"
"1" 0 1 0
"2" 0 1 0
"3" 0 1 0
"4" 1 0 0
"5" 0 1 0
"6" 0 1 0
"7" 0 1 0
"8" 1 0 0
"9" 0 1 0
"10" 0 1 0
"11" 0 0 1
"12" 0 0 1
"13" 1 0 0
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 0 1 0
"20" 1 0 0
"21" 0 1 0
"22" 1 0 0
"23" 1 0 0
"24" 0 0 1
"25" 0 1 0
"26" 1 0 0
"27" 0 1 0
"28" 0 1 0
"29" 1 0 0
"30" 0 1 0
"31" 1 0 0
"32" 1 0 0
"33" 0 0 1
"34" 1 0 0
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 1 0 0
"46" 1 0 0
"47" 0 1 0
"48" 0 1 0
"49" 0 0 1
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 1 0 0
"59" 1 0 0
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 1 0 0
"64" 0 0 1
"65" 0 0 1
"66" 0 1 0
"67" 1 0 0
"68" 1 0 0
"69" 1 0 0
"70" 0 0 1
"71" 1 0 0
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 1 0 0
"76" 1 0 0
"77" 1 0 0
"78" 0 0 1
"79" 0 0 1
"80" 0 0 1
"81" 0 1 0
"82" 0 1 0
"83" 1 0 0
"84" 0 0 1
"85" 0 0 1
"86" 0 0 1
"87" 1 0 0
"88" 0 0 1
"89" 1 0 0
"90" 1 0 0
"91" 0 1 0
"92" 1 0 0
"93" 1 0 0
"94" 0 1 0
"95" 0 1 0
"96" 0 1 0
"97" 0 0 1
"98" 0 0 1
"99" 1 0 0
"100" 0 0 1
"101" 0 0 1
"102" 1 0 0
"103" 0 0 1
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 0 0 1
"112" 0 0 1
"113" 1 0 0
"114" 1 0 0
"115" 1 0 0
"116" 0 1 0
"117" 0 0 1
"118" 0 1 0
"119" 1 0 0
"120" 0 0 1
"121" 1 0 0
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 1 0 0
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 1 0 0
"133" 0 1 0
"134" 0 1 0
"135" 0 0 1
"136" 1 0 0
"137" 0 0 1
"138" 1 0 0
"139" 0 1 0
"140" 0 0 1
"141" 0 1 0
"142" 0 1 0
"143" 1 0 0
"144" 0 1 0
"145" 1 0 0
"146" 0 1 0
"147" 1 0 0
"148" 1 0 0
"149" 0 1 0
"150" 0 1 0
