"V1" "V2" "V3"
"1" 0 0 1
"2" 0 1 0
"3" 1 0 0
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 0 1 0
"8" 0 0 1
"9" 0 1 0
"10" 0 0 1
"11" 0 0 1
"12" 0 0 1
"13" 1 0 0
"14" 1 0 0
"15" 0 0 1
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 1 0 0
"20" 0 1 0
"21" 0 1 0
"22" 0 1 0
"23" 0 0 1
"24" 0 0 1
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 1 0 0
"29" 1 0 0
"30" 0 1 0
"31" 0 1 0
"32" 1 0 0
"33" 0 0 1
"34" 1 0 0
"35" 1 0 0
"36" 0 1 0
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 1 0 0
"45" 0 1 0
"46" 0 1 0
"47" 0 1 0
"48" 0 1 0
"49" 0 1 0
"50" 0 1 0
"51" 0 1 0
"52" 0 0 1
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 1 0 0
"58" 0 0 1
"59" 0 0 1
"60" 0 1 0
"61" 0 0 1
"62" 0 0 1
"63" 1 0 0
"64" 0 0 1
"65" 1 0 0
"66" 0 1 0
"67" 1 0 0
"68" 1 0 0
"69" 1 0 0
"70" 0 0 1
"71" 0 0 1
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 0 0 1
"76" 1 0 0
"77" 0 0 1
"78" 0 1 0
"79" 1 0 0
"80" 0 0 1
"81" 0 1 0
"82" 0 1 0
"83" 0 0 1
"84" 0 1 0
"85" 1 0 0
"86" 1 0 0
"87" 0 0 1
"88" 0 0 1
"89" 0 1 0
"90" 0 1 0
"91" 0 1 0
"92" 0 1 0
"93" 0 0 1
"94" 0 1 0
"95" 1 0 0
"96" 0 1 0
"97" 1 0 0
"98" 1 0 0
"99" 0 0 1
"100" 0 1 0
"101" 0 0 1
"102" 1 0 0
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 0 1
"108" 0 1 0
"109" 0 1 0
"110" 0 1 0
"111" 1 0 0
"112" 1 0 0
"113" 0 0 1
"114" 1 0 0
"115" 1 0 0
"116" 1 0 0
"117" 0 0 1
"118" 0 1 0
"119" 0 0 1
"120" 0 0 1
"121" 1 0 0
"122" 0 1 0
"123" 0 1 0
"124" 1 0 0
"125" 0 0 1
"126" 0 0 1
"127" 0 1 0
"128" 1 0 0
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 0 0 1
"133" 1 0 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 1 0 0
"138" 1 0 0
"139" 0 1 0
"140" 0 0 1
"141" 0 1 0
"142" 0 1 0
"143" 0 0 1
"144" 0 1 0
"145" 0 1 0
"146" 0 1 0
"147" 0 0 1
"148" 1 0 0
"149" 0 1 0
"150" 0 1 0
