"V1" "V2" "V3"
"1" 0 0 1
"2" 0 1 0
"3" 0 0 1
"4" 1 0 0
"5" 0 1 0
"6" 0 1 0
"7" 1 0 0
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 1 0 0
"12" 0 0 1
"13" 0 0 1
"14" 0 0 1
"15" 1 0 0
"16" 0 1 0
"17" 0 1 0
"18" 0 0 1
"19" 0 1 0
"20" 0 1 0
"21" 0 1 0
"22" 1 0 0
"23" 0 0 1
"24" 0 0 1
"25" 0 1 0
"26" 0 0 1
"27" 0 1 0
"28" 0 1 0
"29" 1 0 0
"30" 0 1 0
"31" 0 1 0
"32" 1 0 0
"33" 0 0 1
"34" 0 0 1
"35" 0 1 0
"36" 0 0 1
"37" 0 1 0
"38" 0 1 0
"39" 0 1 0
"40" 0 0 1
"41" 1 0 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 1 0 0
"46" 1 0 0
"47" 0 1 0
"48" 0 1 0
"49" 1 0 0
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 0 1 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 0 0 1
"59" 1 0 0
"60" 0 1 0
"61" 1 0 0
"62" 0 1 0
"63" 1 0 0
"64" 1 0 0
"65" 0 0 1
"66" 0 1 0
"67" 0 1 0
"68" 0 0 1
"69" 0 1 0
"70" 0 0 1
"71" 1 0 0
"72" 1 0 0
"73" 0 1 0
"74" 0 1 0
"75" 1 0 0
"76" 1 0 0
"77" 1 0 0
"78" 0 0 1
"79" 1 0 0
"80" 1 0 0
"81" 0 0 1
"82" 0 1 0
"83" 0 0 1
"84" 0 0 1
"85" 1 0 0
"86" 1 0 0
"87" 1 0 0
"88" 1 0 0
"89" 0 1 0
"90" 0 0 1
"91" 0 1 0
"92" 0 1 0
"93" 0 0 1
"94" 0 1 0
"95" 0 0 1
"96" 1 0 0
"97" 0 0 1
"98" 1 0 0
"99" 0 0 1
"100" 0 1 0
"101" 0 0 1
"102" 0 0 1
"103" 0 1 0
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 0 1 0
"108" 0 1 0
"109" 0 1 0
"110" 0 0 1
"111" 0 0 1
"112" 1 0 0
"113" 0 0 1
"114" 0 0 1
"115" 0 0 1
"116" 0 1 0
"117" 1 0 0
"118" 0 1 0
"119" 1 0 0
"120" 1 0 0
"121" 1 0 0
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 0 0 1
"127" 0 1 0
"128" 0 0 1
"129" 0 0 1
"130" 0 1 0
"131" 0 1 0
"132" 0 1 0
"133" 0 0 1
"134" 0 1 0
"135" 1 0 0
"136" 0 1 0
"137" 0 0 1
"138" 0 0 1
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 1 0
"144" 0 0 1
"145" 0 1 0
"146" 0 1 0
"147" 1 0 0
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
