"V1" "V2" "V3"
"1" 1 0 0
"2" 0 1 0
"3" 1 0 0
"4" 0 0 1
"5" 0 1 0
"6" 0 1 0
"7" 0 0 1
"8" 0 1 0
"9" 0 1 0
"10" 0 0 1
"11" 0 0 1
"12" 1 0 0
"13" 1 0 0
"14" 1 0 0
"15" 0 0 1
"16" 0 1 0
"17" 0 1 0
"18" 1 0 0
"19" 0 1 0
"20" 1 0 0
"21" 0 1 0
"22" 0 0 1
"23" 1 0 0
"24" 0 0 1
"25" 0 1 0
"26" 1 0 0
"27" 0 1 0
"28" 0 1 0
"29" 0 0 1
"30" 0 1 0
"31" 0 1 0
"32" 0 0 1
"33" 0 1 0
"34" 1 0 0
"35" 0 0 1
"36" 0 1 0
"37" 0 0 1
"38" 0 1 0
"39" 0 1 0
"40" 1 0 0
"41" 0 1 0
"42" 0 1 0
"43" 0 1 0
"44" 0 0 1
"45" 0 0 1
"46" 0 1 0
"47" 0 1 0
"48" 1 0 0
"49" 1 0 0
"50" 0 1 0
"51" 0 1 0
"52" 1 0 0
"53" 1 0 0
"54" 0 1 0
"55" 0 1 0
"56" 0 1 0
"57" 0 1 0
"58" 0 0 1
"59" 1 0 0
"60" 0 1 0
"61" 0 0 1
"62" 0 1 0
"63" 0 0 1
"64" 0 0 1
"65" 1 0 0
"66" 0 1 0
"67" 1 0 0
"68" 0 0 1
"69" 0 1 0
"70" 0 0 1
"71" 0 0 1
"72" 1 0 0
"73" 0 0 1
"74" 0 1 0
"75" 1 0 0
"76" 0 0 1
"77" 0 0 1
"78" 1 0 0
"79" 1 0 0
"80" 0 0 1
"81" 0 1 0
"82" 0 1 0
"83" 1 0 0
"84" 1 0 0
"85" 0 0 1
"86" 1 0 0
"87" 0 1 0
"88" 0 0 1
"89" 0 1 0
"90" 0 0 1
"91" 0 1 0
"92" 0 0 1
"93" 0 0 1
"94" 0 1 0
"95" 0 1 0
"96" 1 0 0
"97" 0 0 1
"98" 1 0 0
"99" 0 1 0
"100" 0 1 0
"101" 1 0 0
"102" 1 0 0
"103" 0 0 1
"104" 0 1 0
"105" 0 1 0
"106" 0 1 0
"107" 1 0 0
"108" 0 1 0
"109" 0 1 0
"110" 1 0 0
"111" 1 0 0
"112" 0 0 1
"113" 1 0 0
"114" 0 0 1
"115" 0 0 1
"116" 0 1 0
"117" 1 0 0
"118" 0 0 1
"119" 1 0 0
"120" 0 0 1
"121" 0 0 1
"122" 0 1 0
"123" 0 1 0
"124" 0 0 1
"125" 1 0 0
"126" 1 0 0
"127" 0 1 0
"128" 1 0 0
"129" 1 0 0
"130" 0 1 0
"131" 0 1 0
"132" 0 1 0
"133" 1 0 0
"134" 0 1 0
"135" 0 0 1
"136" 0 1 0
"137" 0 0 1
"138" 0 1 0
"139" 0 1 0
"140" 1 0 0
"141" 0 1 0
"142" 0 1 0
"143" 0 1 0
"144" 0 0 1
"145" 1 0 0
"146" 0 1 0
"147" 0 0 1
"148" 0 0 1
"149" 0 1 0
"150" 0 1 0
