"x"
"1" 142
"2" 51
"3" 208
"4" 218
"5" 220
"6" 152
"7" 314
"8" 93
"9" 75
"10" 352
"11" 216
"12" 258
"13" 86
"14" 492
"15" 38
"16" 103
"17" 350
"18" 266
"19" 465
"20" 416
"21" 40
"22" 423
"23" 294
"24" 286
"25" 257
"26" 460
"27" 212
"28" 328
"29" 12
"30" 259
"31" 393
"32" 14
"33" 141
"34" 192
"35" 148
"36" 106
"37" 375
"38" 16
"39" 80
"40" 62
"41" 354
"42" 123
"43" 60
"44" 361
"45" 288
"46" 25
"47" 36
"48" 232
"49" 166
"50" 137
"51" 389
"52" 211
"53" 145
"54" 383
"55" 448
"56" 165
"57" 58
"58" 482
"59" 449
"60" 13
"61" 223
"62" 67
"63" 433
"64" 74
"65" 56
"66" 363
"67" 377
"68" 91
"69" 116
"70" 34
"71" 428
"72" 163
"73" 109
"74" 214
"75" 55
"76" 234
"77" 255
"78" 23
"79" 351
"80" 154
"81" 391
"82" 399
"83" 229
"84" 46
"85" 252
"86" 396
"87" 90
"88" 124
"89" 355
"90" 5
"91" 435
"92" 68
"93" 434
"94" 267
"95" 305
"96" 323
"97" 437
"98" 271
"99" 7
"100" 42
